1817.2974804666424|153.35309898443205|3001|489772
1809.6540283716522|32.35843793526668|3001|489819
1544.413033675069|16.445116883864554|3001|89335
708.3388407512098|427.20129426151425|3001|67
1520.075514152082|419.9030865869721|3001|93142
1215.6943916772461|1046.3184935959719|2005|67
438.5159036878535|1011.4717887063483|2005|134
384.6358392991413|898.0222115766373|2005|73
1201.5497634206783|1014.2659749852542|2003|160
381.1240379357086|853.5739640111426|2005|123
339.8891930441951|778.8455857453253|2005|53
1176.704027131389|932.1366504588995|2003|140
310.89236835027947|787.1661246122264|2005|74
1267.8814301890773|953.432985460125|2005|129
590.4378394324366|679.7229166512404|2005|79
290.5299072344828|769.4688669189092|2005|53
1138.9719298659297|952.8869214549593|2005|104
415.43123274776144|654.7124524678467|2005|98
444.8863791989022|820.9763837025538|2005|89
1312.069742997634|854.4193695672857|2005|84
621.4664965247574|736.2904095383046|2005|47
1099.501406240728|906.5849395403461|2003|83
568.8137586246551|750.9798806000754|2005|131
326.91088219422306|699.7444131560612|2005|80
1183.289756008817|950.0688181863294|2005|113
473.6787792264938|625.4250008231361|2005|103
587.8895746806531|773.865725491656|2005|73
1178.136863291442|873.4111085827385|2005|62
591.2997656888917|601.373578608451|2005|77
1207.7493949398172|1063.414794894009|2005|104
400.2917709765873|1008.4162592439078|2005|78
376.86277597615873|963.1621809656008|2005|59
1174.3454262585878|1021.5340631280388|2005|62
460.0170607674623|897.0619892311275|2005|94
349.4155860428263|745.1040272593965|2005|52
1239.6321323606087|990.7401153706801|2005|87
447.9723827916679|757.1433959605482|2005|46
1276.5659011236874|972.2869238453856|2005|69
554.1974505482485|721.0836204117747|2005|131
538.3885901939274|739.0994295430074|2005|45
1167.7749620046081|891.3355579815843|2005|164
359.1336722696645|780.7003473580061|2005|71
411.35783838755117|827.4690948487196|2005|52
1193.2471401697899|941.3288151359718|2005|101
368.8676299497585|725.4827899404662|2004|94
1216.0944482596633|922.7004372739895|2005|111
592.6453462269322|643.4214314455825|2005|54
594.3632350640786|684.8552780094572|2005|83
1092.5782927317111|904.6983560421867|2005|119
151.68276312181334|743.2480862987777|2005|56
303.01689767931595|673.227214231664|2005|127
1239.1313473409364|833.4326112649862|2005|161
375.4202273488284|696.0066539038883|2005|113
1449.8741650861707|208.20051377585523|1004|21
1448.4437218599014|182.9092636730002|1003|21
